L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35
0.2081999555547244,-0.15520775815407728,-0.49976191093361155,-0.35898601835858407,-0.6341734882998394,-0.5886342837263335,0.31744105718423915,0.09156906473735607,0.3458160891555705,0.0,0.0,0.06359094206711013,-0.09114833024354167,0.5111966966469031,0.1909009464002753,-0.4674783193623782,-0.07426255986827994,0.11681137397570021,0.028690098608074473,-0.22782144691622963
0.21898841010268247,-0.2291955535364747,-0.49567904369518306,-0.3986396494426147,-0.7258441170135719,-0.6197961803187848,0.3332051674653144,0.0614642347366478,0.3501196111218203,0.04770735258006014,0.0,0.06204870039610031,-0.11974347736583517,0.5599113922920184,0.21859134684764808,-0.4815980710927129,-0.016281017986323976,0.1300410403967517,0.05206558686226589,-0.2067156766549985
0.1936152801592421,-0.26829967600327526,-0.5073428837476465,-0.4147161686786376,-0.5966804567640375,-0.5853612421753149,0.341104777590467,0.17221677495058346,0.31302163866648525,-0.0841755712982987,0.0,0.08682135502701362,-0.09280965191232579,0.5432542559381153,0.17723425725014533,-0.5174896599352307,-0.0010894244880066011,0.12065779738312762,0.009071201987478308,-0.20278730489905838
0.31743432703685237,-0.24823112872042483,-0.5083779575332171,-0.3178978021826109,-0.6360640963892564,-0.5552565438753474,0.2970902162696617,0.10682340693616235,0.27603856750439376,-0.03225855959704234,0.0,0.11941465580809556,-0.14282609238280272,0.5580757423896804,0.15627369635971733,-0.4677097051157943,-0.006449782059941581,0.09442709003449264,0.0,-0.1997128463240607
0.28425194039479496,-0.1855830641768033,-0.4678049362431474,-0.36086684842457284,-0.6065282955360537,-0.557695951430714,0.3527834089736809,0.15114548861203309,0.3187228595119202,-0.03111316102444464,0.0,0.02630343834793283,-0.12624109279808746,0.4517422292104882,0.17133995293035623,-0.4727826117365303,-0.01568321404762326,0.12631209146119837,0.0,-0.22082711731241328
0.1780509825061689,-0.2230330107594827,-0.4697274567341337,-0.3710057066190271,-0.6069749548278623,-0.5250365926479257,0.3096012655809671,0.16868910182832486,0.2555084560093817,-0.037782177467849024,0.0583164543617828,0.010952452113870578,-0.1761406647901667,0.5034428111762037,0.15639613218563372,-0.415936246852042,-0.04288690797713613,0.03596555427747933,0.04377652395000566,-0.21717697490913693
0.25843961035026847,-0.17651413467954943,-0.5239328576120884,-0.45179892436766655,-0.6941457781758191,-0.6122754570070262,0.3623100896259114,0.13570693859187102,0.26382049045281114,0.0,0.0,0.054038584782922415,-0.0733880654058573,0.47452404460520414,0.15602058443222594,-0.5295987021285814,-0.025490945269810324,0.12411474195981262,0.04786257852780905,-0.27584181978389094
0.1840942305855147,-0.19800309517022818,-0.4583223920876105,-0.3258727018578729,-0.6543506788740534,-0.4823420895318509,0.32432274534817257,0.15225590830718416,0.3326771597548518,-0.023418135496224415,0.0,0.050835042452253794,-0.12240969339311618,0.5425200461551083,0.15438733617433303,-0.49382663931124915,-0.09604658167102129,0.0,0.010479784016807412,-0.2704916561029295
0.27879342121706285,-0.19634643253804868,-0.5059253607429356,-0.3586697865469941,-0.6772053185290619,-0.609840004324313,0.3522535480468741,0.1086723275595304,0.33860528903149884,-0.06213361836435308,0.0,0.09021550363264175,-0.14240456882480987,0.4610160937439343,0.20127602602068917,-0.5048450519142411,-0.07884873249813887,0.09268411178065149,0.024231793500908302,-0.24403779080952503
0.2545710331616908,-0.16060882820485153,-0.5598812346815736,-0.42105234657707824,-0.6455946408797189,-0.5884842432522127,0.32870021817237594,0.19304631911129969,0.2694120334501051,0.0,0.0,0.05719992016433324,-0.0720146687816359,0.4498126092569678,0.17993040870454943,-0.545751812666038,-0.02227109669812698,0.1357955265573471,0.042051665887933194,-0.1928251293018565
0.24443890907093047,-0.1931914280277212,-0.5460273448514472,-0.3944357075357862,-0.6621090063226749,-0.6313329942751682,0.32379525749492816,0.11663655153389119,0.31187910911020356,-0.027303055478136492,0.025096611268754985,0.11479452124677778,-0.15151481604846315,0.5338268129221603,0.13249407435868443,-0.5406432012021692,-0.045262224522258254,0.07636609214518117,0.05255999593085961,-0.20832495522093286
0.20766730346357837,-0.18907145196653646,-0.5371034030641301,-0.3854855609681292,-0.6250164656497785,-0.582996535109017,0.3118103865091632,0.10839566149128461,0.32540055253780265,-0.08450619722592441,0.0,0.09228487577029014,-0.08764735168225246,0.5173097362682844,0.17957340512155576,-0.5394047693974662,-0.00032477625344406953,0.09388374020908011,0.02284763809049521,-0.22517981936619966
0.24641945743430205,-0.2488105694648996,-0.5018974280770283,-0.37144356653360106,-0.602750382386587,-0.5633941058473263,0.33080421663433546,0.12916228544148972,0.3138471385693139,0.0,0.0,0.031269209301265095,-0.14343801520064287,0.4901827037478106,0.19691868071332388,-0.49774697134841744,0.0,0.1831391899372447,0.007783375659856641,-0.1912869902643042
0.2191632364208397,-0.19674542791261787,-0.47708102109669454,-0.37268761681802215,-0.6585397997607696,-0.5923671505725597,0.28965903213123717,0.10563499720046614,0.32382212432306084,-0.014991053413827884,0.052987180952843306,0.0896744383453502,-0.133776368381132,0.6006654558934434,0.22923229824738278,-0.449297717950825,-0.0029944030293304618,0.05963469186316017,0.0,-0.21120786940130953
0.3197517405092689,-0.19467574067148058,-0.4728101478930153,-0.39831038307598393,-0.6702638079276338,-0.5923377398274512,0.3819723142576055,0.11641271599935905,0.27637853122686934,0.0,0.09197911087523186,0.10162365357788905,-0.1985652934214455,0.5666972596705113,0.15647471444105351,-0.445501360529811,-0.04232980582090878,0.05034899233832414,0.0035020942953218176,-0.21912503386178697
0.24402958575647898,-0.23947131794303278,-0.49552582473769535,-0.3898865437641144,-0.6499647818627899,-0.5474812774673323,0.3305976379406599,0.1603617983922407,0.29063154578254313,-0.06809291766597522,-0.010734940037796806,0.09286606734255348,-0.12015311129826163,0.4704547506111231,0.18069539121660932,-0.5074887821622189,0.0,0.13557406547676817,0.047950092794114274,-0.17706247174085554
0.23077416857902977,-0.22491257505312648,-0.47349139394395184,-0.35634895731013433,-0.6283259923444937,-0.5836598936420034,0.27957885880337036,0.1569677228478486,0.33948981495668457,-0.05295639424413596,0.0,0.10654757052191845,-0.13874544710943712,0.49250270500803095,0.1602808929716638,-0.4819187168193551,-0.023903438865476374,0.08056546003776678,0.0,-0.20639801253461498
0.2779427473234697,-0.19832498319843592,-0.5103886030422752,-0.36399688157291177,-0.6261540565229475,-0.5847673990502117,0.32739170897295,0.16673030690825866,0.3352043186373103,-0.07078316476000872,0.01906311390754053,0.056421217017650065,-0.1351986003360347,0.5151172234303887,0.16405227279710372,-0.49723188806602203,-0.03668882049247597,0.09826756247130165,0.053706022564034867,-0.26755070362838645
0.20488352823487901,-0.22441323753363013,-0.5151086705990447,-0.3689689594076578,-0.5871734517722168,-0.5505073934179819,0.3613363612147722,0.19882250534217125,0.25603249764421504,-0.0015220188682493639,0.0,0.07912858959978719,-0.09013529329813547,0.515546171865439,0.16671860790605908,-0.5202546616691184,-0.024652777289940263,0.1382801552774282,0.03285275888617996,-0.24700675930655827
0.24364737994335256,-0.1843489704937456,-0.5182640397149562,-0.4071581422568001,-0.6816213421678662,-0.5640978663474804,0.32810185888397786,0.15887913478322116,0.3225069865674126,-0.06648625924744463,-0.02865314831989266,0.06779192705374422,-0.1519232153353235,0.4509962635973634,0.2110959782307831,-0.5077245362128641,-0.05885089355739166,0.02784019502089337,0.000974357568856591,-0.2448879268107781
0.2756664029222078,-0.2228899815375182,-0.46633125214780236,-0.3694244455712051,-0.7009027151165248,-0.5428027201196426,0.37495231097232823,0.12806225374551394,0.32997899565975997,-0.0870357136869062,0.0,0.08192196890908685,-0.09181386614692486,0.5307350266023598,0.20858302267905346,-0.4885656890141925,-0.040837639151734044,0.15465056390519835,0.08461557090705846,-0.23606532273434183
0.3260026618494402,-0.16463691277432482,-0.48526788799623,-0.33103371201404164,-0.6817774051892248,-0.6080769222762088,0.3410718795617431,0.10894218184441895,0.34833588991289177,-0.06376094903857131,0.0,0.017189371226897072,-0.1429836660527929,0.5237539039071284,0.21546414657748725,-0.47696758297821995,-0.04378299812632057,0.045662075653610974,0.05056510887220646,-0.2131511984065162
0.2363383332990879,-0.17779909949804218,-0.4734367877461234,-0.32520646004704595,-0.5776878591465722,-0.5355263968686671,0.30626469315733335,0.1893197398320662,0.33128916219025745,-0.040287323382448434,0.0,0.055242780237890504,-0.11827440107810601,0.5004092958005255,0.18273049661551946,-0.4835226079867695,-0.04137640409136732,0.09070060822446664,0.0,-0.27591136558295243
0.1958941183451119,-0.2023743216378234,-0.4566533799416544,-0.34566764273408207,-0.589086057848489,-0.5139202676446347,0.30184539470870714,0.09456087970519421,0.3269500526352228,0.0,0.0,0.04927379695595718,-0.11541166858992223,0.4823144689871155,0.2085031726065575,-0.5024991157680895,-0.013113500318979752,0.1413706612662471,0.0,-0.21541053923191603
0.2603697978336947,-0.191381818902528,-0.48553459533495075,-0.35004533889632156,-0.6168740921952335,-0.554464774487864,0.3095992445043459,0.1283919320380857,0.35920883326599307,-0.03768063561105039,0.0,0.1036660394424126,-0.16447432269776419,0.555574899170479,0.16676360021348255,-0.503475131379103,-0.020102921158880457,0.09145143586824582,0.0,-0.24395698708524605
0.22652848839135648,-0.21880784898190966,-0.5338004646852567,-0.40371582133136574,-0.6534675205333315,-0.5850458018132568,0.3396171616862364,0.14267564359091314,0.2981793388661747,-0.0345818289682165,0.0,0.08380008757356358,-0.10552783096951127,0.5057586942485132,0.22099280448701208,-0.4793610125465301,-0.018599657688248623,0.0835452215726515,0.031144603576285235,-0.1972698050279689
0.29427466927502544,-0.22025631963795397,-0.5485463413691303,-0.4249700719508926,-0.6568981802351979,-0.5990835797852452,0.3243287647620862,0.07612945432990038,0.26562784995041544,-0.017959909037101,0.0,0.06817689831350643,-0.1865661195334156,0.4938305740125449,0.21200660724753007,-0.4935604919442118,-0.026446962555940135,0.09813825132718623,0.03470668560978877,-0.20506004515365545
0.2956399827063703,-0.17736745181555702,-0.5437083111026684,-0.45698055632151735,-0.6718979944813105,-0.6065584113838335,0.37899567021588476,0.20376545236272334,0.2882882677329872,-0.03127195528085376,0.03807586651298132,0.026413820422197025,-0.11416991960680853,0.5490317064641872,0.16129150453569105,-0.48039377084859924,0.003917981752858686,0.1287185004755435,0.07876081449574829,-0.20938489739111296
0.23119808368535097,-0.2651772965030493,-0.48231903781800756,-0.3504125540544796,-0.6678352344347895,-0.5422273189662027,0.3181873128004594,0.19002854024908455,0.2934355293509733,-0.04539515540064834,0.04765502234014077,0.049837334855436836,-0.14859807799855992,0.5065382381267262,0.16277042026594354,-0.46755854598764274,-0.02643280069720623,0.08495446426282025,0.030646130675452615,-0.18082688352429924
0.32113698124106116,-0.19853799715131493,-0.5123745776853481,-0.35833854600701587,-0.6279705237754571,-0.5704063747574819,0.3363039947885661,0.14429746967816204,0.291802798088434,-0.03429914263670039,0.0,0.08555482791312506,-0.19406025865390994,0.5142613190520203,0.158790240270589,-0.5402697563811363,-0.06824181102049237,0.05908510483910728,-0.010183661323499613,-0.2474779491265852
0.2194103931299685,-0.2666610004980529,-0.4720413754790043,-0.37523774838077295,-0.6694588253209245,-0.53922962091681,0.33659516790983024,0.12007307480271054,0.3374347344429032,0.0,0.0,0.0883074991932123,-0.11859495381845019,0.5209779401290356,0.19888926493998912,-0.458854115415169,-0.010547228286942675,0.12367308159360907,0.0,-0.2051956699387571
0.23092367078455292,-0.21174046506909086,-0.4463904214720118,-0.36203146723216256,-0.6640036247023786,-0.5202579634188079,0.3091715584997959,0.11674061544233355,0.256370891697222,0.0,0.00041450248292815897,0.0712385403696283,-0.09012486379119945,0.5118406139579388,0.16976611722604132,-0.5206820277269043,0.0,0.12026488815661293,0.03489973687232175,-0.25257445423969577
0.17840328356309346,-0.19451917362626023,-0.4687414790219349,-0.3645046480980177,-0.630564761500856,-0.5068078477687269,0.3299557626872274,0.12508123953004271,0.31488269008235353,-0.04764299246699142,-0.008422207676884721,0.08611537514713234,-0.13746338259103666,0.4806063886122673,0.19939427163209822,-0.4596591756702343,0.0,0.0779456746863908,0.0,-0.21740955625242622
0.2883785886163822,-0.26012993808552637,-0.5011407559630924,-0.39189325265182273,-0.6978744897188521,-0.5661918101493508,0.3658169025483207,0.17994038908696777,0.31222108544295196,0.0,0.0,0.05674388699073993,-0.14999770869885493,0.49945260784687584,0.19505931360566686,-0.4598262365188381,-0.023382946749036168,0.08806316143137942,0.01924581938087293,-0.22080284757676757
0.2389908815763004,-0.21703736642519894,-0.489824154469838,-0.3135406030472786,-0.6217371223311072,-0.552228087806861,0.33258015833874977,0.18992371590513543,0.34997218753621423,-0.008767155832054561,-0.011082292805321798,0.0559833603878732,-0.10655425468744596,0.5034304222377164,0.15434225927937276,-0.5072394643410454,-0.059954232538981064,0.10923043440211533,0.017195928810451823,-0.25341863991345837
0.22635114608165244,-0.18804470103729953,-0.5134879090376211,-0.4274284372609729,-0.6951228434607828,-0.5921008794443092,0.29212868284073634,0.11328663134994704,0.35783798504199843,0.0,0.0,0.054298904374779765,-0.12491520085463402,0.4779394568902196,0.19747676636495748,-0.441745166760155,0.0,0.11500330446272124,0.0,-0.22459966693947778
0.26456110392964804,-0.18945591781281745,-0.5885730650254426,-0.4343504295407254,-0.6685545676189254,-0.5922363208465672,0.3409871399597679,0.13373281584462765,0.2949048096002139,0.0,-0.01615162890716998,0.09479991265775164,-0.15402321863536164,0.47406048569820425,0.16028431770458945,-0.5548147830743976,-0.051575953505683815,0.0474488317562177,0.006964224652352795,-0.23899999211151754
0.3002874025198674,-0.2408011210208146,-0.4891649923875798,-0.43300687401398363,-0.6651378564030058,-0.5891451224447115,0.3254283549759575,0.19879056534138656,0.24693265303584977,0.0,0.0,0.06836787577066,-0.20652256076970854,0.4656567746224552,0.16657328596055165,-0.456071278590333,-0.03126425293941967,0.05094464413455898,0.0,-0.24248212389442916
0.28190209746019956,-0.24799088050529028,-0.4626097989771339,-0.3865372651523199,-0.7181118914722252,-0.561683852147432,0.38825814795469304,0.12847261933042903,0.30149877063920383,-0.026610838165759505,0.0,0.08910239650790325,-0.181898898790987,0.45562238466072297,0.218522884873645,-0.47484422386866804,0.00985799925745356,0.08557756100752668,0.029971210591820206,-0.20471423152154886
0.24167155160882764,-0.1681032662927742,-0.47447514058822376,-0.3378208976287923,-0.5648544552004853,-0.5498676256798123,0.3048155236846553,0.10674549523380569,0.31990713346268634,-0.07699020188477207,0.0,0.09028384047684576,-0.12651370217644006,0.5300280871556423,0.2017018264086798,-0.4551690251470059,-0.0033450076371787513,0.13317248392856926,0.0535020865065886,-0.17282607224702295
0.23141835091107518,-0.1677743255459731,-0.5095866853432273,-0.39132494131618767,-0.6736112046480411,-0.5785518000952706,0.3098458268388374,0.11528830059439348,0.3449946547899751,-0.02952693881463628,0.0,0.06817088009356999,-0.1091724886712782,0.47808280436486345,0.2328760949300206,-0.503019679715234,-0.025895571050575567,0.12423625362011945,0.031780597508609586,-0.2364542574737744
0.2432265988528075,-0.1436352945689611,-0.5551003133708324,-0.3889356204627806,-0.6852281466563788,-0.5667805331726486,0.31135482169064566,0.1548110996225106,0.36976402359249205,0.0,0.0,0.06850651930104429,-0.1869975774318982,0.46870100430739264,0.20593275915017334,-0.49996454867680906,-0.09837399981365527,0.011690895420950689,0.0,-0.2835457726422714
0.26585446239684224,-0.19816785754279384,-0.571814686170409,-0.3839461296861477,-0.6391660072322705,-0.62893921786407,0.28514846643088254,0.14302561525717108,0.32484267010809686,-0.028964912919969967,0.0,0.13526793859526812,-0.1723030638067485,0.499704309090537,0.1537434010949361,-0.521490535556471,0.0,0.07209789956359149,0.04612125799485105,-0.24958937032520548
0.2587591006578333,-0.17866879319499224,-0.49964391399166874,-0.37588391745257327,-0.6538467330392392,-0.5534479313747531,0.3320500258334072,0.10442579151889893,0.3482422858223792,-0.04936365894305094,0.0007759346128676135,0.0966445119049752,-0.1043120289447315,0.5270973422560593,0.19528966836630113,-0.5055149829145646,-0.008363297471769506,0.08814950118857731,0.0,-0.23957752715428302
0.25582657017394633,-0.16455809103918242,-0.5354611070058188,-0.428523648804329,-0.6801814348949999,-0.5333901569458281,0.3347181734372014,0.16826425421752994,0.2674966527368836,-0.0008109038468647958,0.0,0.0065826635531662445,-0.11974101141567459,0.4839994828357929,0.17500596481013084,-0.4910910366808419,-0.03731228792794147,0.12376752053090782,0.0843317102504939,-0.27164603436367524
0.3146924928703345,-0.1800651797081587,-0.5254499104983223,-0.3987245761966177,-0.6305883271646504,-0.5753381978349569,0.33305002419751883,0.14455938941441807,0.29252423614050266,0.0,0.039159302929947376,0.0345988492406795,-0.22824794557044625,0.4971856164949822,0.18057954505286558,-0.49737555691312996,-0.06389293454656228,0.05090694501561867,-0.0024174423233284783,-0.18981448816908286
0.19170680910882265,-0.272091128086242,-0.5096211383443882,-0.36881911930911926,-0.5877283934311336,-0.5133461907198328,0.3074786562858156,0.19933809407474537,0.31637761468541586,-0.01986094088743301,0.0,0.07036588013256395,-0.14513535906622638,0.5411931187116059,0.20694578777193204,-0.4850618939180115,-0.028769143730636403,0.1324861496660789,0.06090866714311568,-0.20923400138354825
0.30122925882163515,-0.16578505775163002,-0.4583729031936353,-0.3023336358259457,-0.5952078679863971,-0.5492442797189426,0.32127551988886116,0.051985407936419474,0.26932272924279427,0.0,0.03530829916629244,0.04505745492252096,-0.16022983124251022,0.5740130409599449,0.24238979952305956,-0.5295296128330147,-0.07105491807819965,0.09996320306811513,0.01880060198541114,-0.24595411472013165
0.2100782924324381,-0.20280921798844226,-0.5076587683089103,-0.44420674110645225,-0.6625320606089563,-0.5625257036727427,0.3072306995585005,0.1279898912927512,0.30002190930797634,0.0,0.0,0.09688667147865135,-0.1196847013409226,0.4861664899210288,0.1870198982789499,-0.4797926198462587,-0.02072088719487934,0.07871125818254085,0.016655764063380034,-0.2280409837026754
0.24925441921013186,-0.15724529447696275,-0.5296445820436395,-0.346344510859161,-0.6061586025973669,-0.5529356407136338,0.3172601850433716,0.1433253556496544,0.3473547154901399,-0.02219913057865455,0.0,0.0677281444014498,-0.17661695023407722,0.46159764098189954,0.20628185140892627,-0.4893543774785666,-0.0670899739860516,0.10207803896213731,0.0040251015468484915,-0.2231210001188722
0.2543580628784941,-0.223712089631954,-0.49760034147756316,-0.3789199388715395,-0.6387632914974236,-0.6061185311553843,0.3029197171462823,0.12047436751314206,0.3490090460673636,-0.034815804666122475,0.0,0.07777003502302836,-0.13648314279609278,0.47700837701889837,0.1950009550503598,-0.4744262050690399,-0.05574136066754439,0.09914313639209409,0.0,-0.19228644371182013
0.26437634717272873,-0.213992303686922,-0.5476987313441687,-0.37711418816232656,-0.6153110837960646,-0.5876190799966706,0.34671058364588203,0.15918900839739422,0.3597256192468096,-0.04852805921675646,0.0,0.10955497829809178,-0.14619333550115557,0.5196572768215152,0.17629522734213027,-0.47713273689935354,-0.0009037846974771709,0.13659218494486391,0.041252024500918895,-0.19202772290406978
0.22093786766095336,-0.20587514427156764,-0.48192803391496264,-0.3812597763517129,-0.6036245843475306,-0.5543619295770582,0.30824636364965763,0.1449309788916491,0.29881489749951506,-0.009746126117580621,0.005760002484018593,0.06983735883408818,-0.16248172897533314,0.5201460772714516,0.19323808184385832,-0.48893221817015314,-0.002550752893617432,0.06357969083310212,0.04522150324633794,-0.22334752703579488
0.2704219223141758,-0.12450540459289348,-0.5459664433768108,-0.3909520000459115,-0.606492817299385,-0.5732020550742465,0.3060465884966842,0.1742697873117089,0.30374312653647706,-0.053618163447843425,0.0,0.059487763198452455,-0.1499837174641384,0.44994709915346714,0.20834910588317557,-0.5009619831789863,-0.061537359093107695,0.04676249354414992,0.016341675290321604,-0.2248823664091214
0.20586154300489548,-0.1927509682484308,-0.4897977715331971,-0.3507474294625118,-0.6327298447613284,-0.5469409546990743,0.34950027097606134,0.11562327072331123,0.357671751037896,-0.06312556266788402,0.0,0.07680074890175292,-0.1349327926493387,0.5374353910445537,0.19199594558802724,-0.4933372641942005,-0.05205688902868758,0.06651092094239255,0.008100018546474533,-0.2181103615799573
0.3209610800766753,-0.1752021934614925,-0.5307950898223704,-0.40618529679709764,-0.6237276272370493,-0.5702178681906764,0.3402733283182086,0.15666900571633796,0.29606311810995933,0.0,0.0,0.09880358073417038,-0.20211073966257756,0.462218688708269,0.1731353837146202,-0.48100099518145367,-0.04026618562910743,0.10580241830315473,0.0,-0.21862903431687097
0.2842494464223452,-0.16704646392643305,-0.5320492105177795,-0.4089460569597823,-0.7041734335479563,-0.579552291889507,0.4066961854814096,0.20312636007496582,0.29256646063017505,0.0,0.09184912005638214,0.06863372836515387,-0.10004944238607112,0.5482498261949963,0.23104846931687756,-0.4715956364958859,-0.04220483286279657,0.11608562801394623,0.04140163948089455,-0.21908717502819094
0.15115014525241435,-0.2197855774792463,-0.489504957745819,-0.3570432643942086,-0.6346158268839943,-0.5335309988989984,0.34279251175900644,0.13578392644528048,0.37555999621931974,-0.03976580498171015,0.0,0.07064260052465005,-0.08485643248224983,0.5361740284110061,0.16375514738307068,-0.4590630259978246,-0.11081813408424222,0.06204932897685434,0.0,-0.24710818190231015
0.21311254495361856,-0.21314950281101663,-0.493818174684671,-0.4007946320989184,-0.6845242326483293,-0.5421107722656593,0.33764552213106536,0.11915183381206092,0.24165342072612753,0.0,0.0,0.04319005276157827,-0.06595671617924741,0.5117170986719656,0.2336757615375022,-0.5314778704039947,-0.0147548740281689,0.1178546607425056,0.052459764309745055,-0.21532007161284705
0.258927107297688,-0.16601471051265995,-0.5296491900407135,-0.36848262930853715,-0.6249709134846858,-0.5311854476905864,0.3537578973913037,0.10766962904034684,0.3386588769455072,-0.024922735436919783,0.0,0.10646143215489529,-0.11633527029456825,0.5062730449916109,0.18348439253625481,-0.5196637262879591,-0.07477179667340125,0.09694243311655211,-0.019697445690570102,-0.2894402184248661
0.19523100545062838,-0.17660557538623,-0.4979629428804316,-0.3835891868670729,-0.6691825872074978,-0.5694469426404425,0.3555153806710553,0.16123185575317797,0.3339715353259327,-0.03552171206638105,0.0,0.05942163083925451,-0.12892506457787026,0.4649503119107281,0.20695045383933255,-0.5425563136167715,-0.014872949100936375,0.06593815684386835,0.04042527480739389,-0.18266460443522484
0.23346415052998978,-0.1875757807964384,-0.49750100427054805,-0.40897782883194683,-0.6139801363886446,-0.5973893944636541,0.3291828937765266,0.15505724165989107,0.3466632188898535,-0.01450599356763091,0.0,0.1283189133916614,-0.13213220234811585,0.5389923223570995,0.18295781317516246,-0.4656037234445366,-0.026832117991008708,0.08736721602302404,0.045677701720184934,-0.19822649178514032
0.24314282637700008,-0.220996427838834,-0.5595216295143605,-0.36629903633723204,-0.5686280094478996,-0.5168984497135485,0.3102594311120974,0.17815175730293537,0.2351909184650862,-0.008698189038987308,0.009057826524843647,0.05106731198934619,-0.15400659703770242,0.4615310708171881,0.19564535211112874,-0.4984312716274095,0.0,0.11823267752081287,0.029810184611166083,-0.17486638484442796
0.2945608269356771,-0.19855253808955783,-0.5122430349147463,-0.3879497935501824,-0.652774134645211,-0.5809010947724176,0.3343583308155674,0.10256870759197467,0.33856462634239176,-0.051052207250451676,0.0,0.08360545736815744,-0.16831816102518268,0.5091475346669869,0.20371589063887388,-0.49351359695222136,-0.05311243707988747,0.04771467658020097,0.021859982403523364,-0.19988788776700017
0.22211467523299644,-0.20315302120958628,-0.575533964374513,-0.4231969877220567,-0.6039520770874304,-0.5716543538320444,0.3447587025463229,0.12623666289689367,0.28467247529165907,-0.017628777028095028,0.0,0.07634244871433929,-0.09642709727507708,0.46656329406566466,0.21035229665917377,-0.517621141071724,0.0,0.10487202231156913,0.0,-0.2116310345523424
